Artist,Album,Genres
Get Well Soon,Amen,"indie, singer-songwriter, german, alternative, indie folk, folk, indie pop, indie rock, melancholic, alternative rock"
Phonique,Green Supreme,"female vocalist, electronic, minimal, house, deep house, electronica, tech house, minimal techno, electro, techno"
Jimmy Eat World,Bleed American,"alternative rock, rock, emo, alternative, pop punk, favourite albums"
Thomas Rhett,Tangled Up (Deluxe / Big Machine Radio Release Special),"country, male vocalists, contemporary country, american, kkk country, racist country, edgy, queer, queercore"
Say Sue Me,10,"indie, indie rock, female vocalists, shoegaze, covers, korean, south korea"
BoyWithUke,Fever Dreams,"ukulele, ai, sad rap, boywithuke"
Ashe,Love Is Letting Go (feat. Diane Keaton),"female vocalist, indie pop, gothic, pop, metal, electronic, indie, darkwave, alternative, usa"
Opeth,Watershed (Special Edition),"progressive metal, progressive death metal, death metal, my albums, kroegressive metal"
Ycee,Ycee Vs Zaheer,"nigeria, nigerian, rap, africa, naija, afropop, afrobeats"
The Outfield,Play Deep,"pop rock, your love, all the love, rock, classic rock, pop, power pop, uk"
Rina Sawayama,Comme Des Garçons (Like The Boys) (Pabllo Vittar x Brabo Remix),"female vocalist, pop, rnb, electropop, japanese, alternative, electronic, british, pop rock, nu metal"
Wild Pink,Hold My Hand,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana"
Melodysheep,Fat Stacks (Breaking Bad),"electronic, downtempo, random, relaxing, positive, ambient, space ambient, cosmic ambient, cinematic, american"
The Linda Lindas,Tonite,"female vocalist, riot grrrl, punk, punk rock, garage punk, garage rock, rock, indie rock, power pop, usa"
Amber Run,5AM (Expanded Edition),"indie, indie rock, rock, british, pop rock, pop-rock, pop, indie pop, england, alternative"
A.K.A. Pella,A.K.A. Pella Presents 2012 the Year in Review,jewish
mgk,Hotel Diablo,"hip-hop, alternative, alternative rock, rap, pop rock, pop punk, ohio, trap, alternative rap, pop rap"
Smog,A River Ain't Too Much To Love,"folk, favourite albums, indie, singer-songwriter, lo-fi, alt-country, indie rock, slowcore"
The Notorious B.I.G.,Born Again,"hip-hop, rap, hip hop"
Broken Bells,Love On The Run,"indie, experimental, indie pop, alternative, indie rock, electronic, american, pop, rock, alternative rock"
Malik Harris,Rockstars,"pop, german, eurovision song contest, eurovision, esc, germany, pop-rock"
Taylor Swift,Midnights,"female vocalist, country, pop, singer-songwriter, acoustic, taylor swift, country pop, american, folk, pop rock"
Joey Bada$$,The Light Pack,"hip-hop, rap, underground hip-hop, hip hop, new york, boom bap, american, east coast, beast coast, jazz rap"
Sasha Alex Sloan,Normal,"female vocalist, indie pop, indie, pop, singer-songwriter, pop rock, acoustic, american, los angeles, united states"
Bella Thorne,Midnight Sun (Original Motion Picture Soundtrack),"female vocalist, dance, pop, electronic, rnb, disney, hip-hop, rock, pop rock, american"
Brenton Wood,Oogum Boogum,"soul, double shot records"
The Big Moon,This Love,"female vocalist, indie rock, british, indie, rock, alternative rock, alternative, uk, england, indie pop"
Mimi Webb,Dumb Love,"female vocalist, pop, british, electropop, dance, alt z, electronic, uk, usa, piano"
Leonard Cohen,Old Ideas,"singer-songwriter, folk, folk rock, leonard cohen, alternative, blues, classic rock"
Devin Dawson,Dark Horse,"country, rock, folk, americana, american, rnb, country rock, rnb-soul"
Suprafive,Stranger,"electronic, deep house, bulgaria, bylgariya, gangster deep"
Benjamin Clementine,And I Have Been,"pop, singer-songwriter, chamber pop, contemporary classical, preserve artists"
Dreamliners,Best Things in Life,christmas
Chakra,Doors,"female vocalist, trance, psytrance, goa, psychedelic trance, progressive trance, house, rapcore, electronic, psychedelic"
grentperez,Cherry Wine,"indie, bossa nova, singer-songwriter, pop, australian, romantic, mellow, filipino, modern rnb"
Justin Timberlake,Man of the Woods,"pop, country, folk, funk, justin timberlake, funky, dance, male vocalists, hip-hop"
Magnus Fiennes,Shine,"classic, electronic, piano, remixer, onegin"
Michael Bublé,Christmas,"christmas, holiday, jazz, canadian, winter, michael buble, vocal jazz, swing, easy listening, pop"
Caamp,Lavender Days,"folk, americana, indie folk, indie pop, folk pop, indie, country, alternative, american, indie rock"
Charlie Hickey,Ten Feet Tall,"indie, folk, indie pop, indie rock, american, indie folk, saddest factory records, dingocore"
Wolf Alice,My Love Is Cool,"indie, alternative rock, indie pop, rock, british, alternative, female vocalists, shoegaze, grunge"
Calum Scott,Only Human (Deluxe),"pop, soul, indie pop, blue-eyed soul, folk pop, soft pop"
Tiggs Da Author,Work It Out,"hip hop, pop, british, rap, tiggs da author"
Born Ruffians,Checkin' Out,"indie rock, canadian, indie, alternative, indie pop, rock, alternative rock, toronto, pop, canada"
BØRNS,God Save Our Young Blood (with Lana Del Rey),"female vocalist, pop, indie pop, synthpop, indie, folk, ambient, indie-pop, alternative, electropop"
alt-J,An Awesome Wave,"indie, experimental, electronic, alternative, indie pop, alternative rock"
Joan Shelley,Amberlit Morning,"female vocalist, folk, singer-songwriter, acoustic, americana, kentucky, country, american, usa, indie folk"
GIVĒON,Give Or Take,"rnb, pop, soul, usa, california, trap, long beach, merge, alternative rnb, breakout artist"
Nirvana,Nirvana,"grunge, nirvana, rock, alternative rock, alternative"
Soolking,Sans visa,"algerian, algeria, hip-hop, french, rap, francophone, french rap"
Shakira,Don't Wait Up,"female vocalist, pop, latin, spanish, rock, shakira, dance, singer-songwriter, sexy, colombia"
Pusha T,It's Almost Dry,"hip-hop, hip hop, rap, gangsta rap, chipmunk soul, soul, alternative, american, lofi"
Maria Becerra,Wow Wow (feat. Becky G),"pop, reggaeton, dancehall, argentina, trap, sieb, latin, cumbia, latin pop, argentinian"
Houndmouth,Good For You,"indie folk, indie, folk, indie rock, american, americana, folk rock, rock, country, usa"
Gnarls Barkley,St. Elsewhere,"funk, soul, hip-hop, pop, gnarls barkley"
dodie,Hate Myself (Voice Memo),"female vocalist, indie, folk, indie pop, pop, british, acoustic, queer, indie folk, singer-songwriter"
TELYKAST,Somebody New,"electronic, usa, los angeles"
Chase Atlantic,Paradise EP,"rnb, indie, rock, australian, alternative, alternative rnb, alternative pop, hip hop, pop rock, trap"
Nonpoint,Nonpoint,"alternative metal, heavy metal, nu metal, best albums, nirazy"
Post Malone,Cooped Up,"post malone, hip-hop, rap, trap"
The Futurelics,Classic,"hip-hop, jazz, soul, funk, blues, rnb, jazz hop, oakland"
Kendrick Lamar,Mr. Morale & The Big Steppers,"conscious hip hop, trap, pop rap, jazz rap, political hip hop, west coast, compton, california"
The Crystal Method,The Trip Out,"electronic, big beat, breakbeat"
Anderson .Paak,JEWELZ,"anderson paak, soul, hip-hop, rnb"
Ice Cube,The Predator,"gangsta rap, rap, hip-hop, hip hop, west coast rap, g-funk"
Volbeat,"Rewind, Replay, Rebound (Deluxe)","heavy metal, rockabilly, alternative rock, hard rock, arena rock"
Vance Joy,Missing Piece,"folk, indie, singer-songwriter, australian, acoustic, indie folk, male vocalists, alternative, pop, indie pop"
Remi Wolf,We Love Dogs!,"title is declarative, female vocalist, indie pop, pop"
Adult Mom,91,"female vocalist, lo-fi, folk, indie pop, bedroom pop, indie, american, bedroom, non-binary"
Ryan Montbleau,Water,"rock, singer-songwriter, jam band, soul, folk, indie rock, usa, acoustic, americana, american"
Courtney Marie Andrews,These Are The Good Old Days,"female vocalist, folk, singer-songwriter, arizona, country, indie, phoenix, usa, acoustic, americana"
Sia,This Is Acting (Deluxe Version),"electropop, pop, trip-hop, dance, australian, dance-pop, synthpop, female vocalist, chillout, indie"
Willi Carlisle,"Peculiar, Missouri","country, folk, singer-songwriter, americana, bluegrass, albums"
Adam Melchor,I'm Ready,"folk, indie pop, singer-songwriter, american, indie folk, male vocalists, new jersey, new jersey indie, my top songs"
Rebelution,Reflections,"reggae, dub, california reggae, chill, california, ska, reggae rock, rebelution, chillout, rock"
G Jones,In Your Head,"trap, bass, electronic, experimental, usa, glitch, drum and bass, mashup, jungle, glitch-hop"
Matt Maher,All The People Said Amen,"christian, catholic, contemporary christian, worship, christian rock, rock, inspiration, canadian, singer-songwriter, acoustic"
Maggie Rogers,Surrender,"indie, rock, folk, indie rock, female vocalists, singer-songwriter, female vocalist, indie pop, pop"
Matisyahu,Sunshine,"summer, lieblingssongs, reggae, jewish, hip-hop"
XXXTENTACION,?,"hip-hop, emo, rap, emo rap, hip hop, trap, trap metal"
Sagan,Sunglasses,"electronic, instrumental, post-rock, croatian, experimental, idm, progressive, clicks´n´cuts, future house, metalcore"
Death Cab for Cutie,Asphalt Meadows,"indie rock, indie, alternative, mixtaperoom"
Spillage Village,Spilligion,"rap, gospel, neo-soul, contemporary rnb, southern hip-hop, hip-hop, hip hop, conscious hip hop"
Samo104,So High,"german, deutschrap"
Billy Idol,Rebel Yell,"new wave, rock, synthpop, hard rock, post-punk, punk rock, british, pop"
Black Thought,Streams of Thought Vol. 2,hip hop
Kim Jung Mi,Now,"freak folk, female vocalist, korean, psychedelic"
Dionne Warwick,Here Where There Is Love,"easy listening, pop, female vocalists, love songs, popular"
Lee Perry,"Roast Fish, Collie Weed & Corn Bread","reggae, rocksteady, roots reggae"
Tyler Childers,Purgatory,"americana, folk, progressive country, melodic, death, introspective, alt-country, country, singer-songwriter, american"
Wild Pink,ILYSM,indie rock
Gorillaz,Cracker Island (feat. Thundercat),"alternative, electronic, hip-hop, rock, indie, trip-hop, pop, electronica, british, alternative rock"
Chris Classic,Here We Go,"bts, james blunt, eat shit, argeur california seixas, jungkook"
Astèr Fekre,Seasons,"female vocalist, soul, hip hop, pop, urban, r&b, dutch, indie soul"
Robin S,Show Me Love,"eurodance, house, trance, rnb, progressive house, female vocalist, dance, pop"
The A's,Fruit,"folk, power pop, new wave, indie, indie pop, usa, freak folk, north carolina, art pop"
Perfume Genius,Pop Song,"singer-songwriter, ambient, experimental, indie, lo-fi, indie pop, chamber pop, art pop, american, pure"
Claude Debussy,The Evil Within: Original Game Soundtrack,"classical, piano, impressionist, french, composers, impressionism, composer, instrumental, romantic, classic"
Melody Lake,Affection,"chill, instrumental, ambient"
One Direction,Take Me Home (Expanded Edition),"pop, british, one direction, boyband, x factor, pop rock, dance, male vocalists, rock, electronic"
Linda Ronstadt,Prisoner in Disguise,"classic rock, oldies"
Craig Xen,Fall in Love,"hip-hop, rap, members only, trap metal, trap, cloud rap, hardcore hip hop, underground hip-hop, texas, hardcore rap"
Rudy Mancuso,Mama,american
Local Natives,Sunlit Youth,"indie pop, indie rock, synthpop"
Stevie Wonder,Where I'm Coming From,"soul, funk, motown, rnb, pop, usa, baroque pop, laptop"
[dunkelbunt],Cinnamon Girl (Sun Dub Edit),"balkan, gypsy, electronic, klezmer, dub, world, world pop, austrian, austria, world fusion"
Henry Jamison,Fanfare,"folk, indie, indie pop, usa, american, folk rock, indie folk, male vocalists, folk pop, singer-songwriters"
Bee Gees,Bee Gees' 1st,"psychedelic, psychedelic rock, blues rock, pop, psychedelic pop, rock, disco, oldies"
Giraffe Tongue Orchestra,Blood Moon,"progressive metal, alternative rock, experimental, progressive rock, hard rock, alternative metal, grunge, rock, usa, supergroup"
Loyle Carner,Nobody Knows (Ladas Road),"hip-hop, hip hop, british, uk hip hop, uk hip-hop, rap, jazz rap, jazz, uk, london"
Sous-Sol,Mi Berrinche,"pop, acoustic, mexico, mexican"
Sum 41,Chuck,"punk rock, punk, rock, alternative metal, alternative rock, pop punk, emo"
Brooks & Dunn,#1s ... and then some,"country, my songs, brooks and dunn, b dunn"
Caroline Spence,True North,"female vocalist, americana, country, folk, alt-country, singer-songwriter, pop, usa, alternative country, great discovery"
Blake Shelton,Red River Blue (Deluxe Edition),"country, modern country, blake shelton, male country, my country, male vocalists, country pop, new country, contemporary country, american"
Alainite,YADILOH,south africa
Nelly,(Hot S**t) Country Grammar,"hip-hop, rap, rnb, hip hop, nelly, pop, american, dirty south, hiphop, male vocalists"
Forgive Durden,Razia's Shadow: A Musical,"musical, orchestral, indie, indie rock, favorites, showtunes, art-rock, rock, alternative, emo"
Gemitaiz,Senza Di Me,"rap, trap, hip-hop, hip hop, italian, italy, italian rap, italian trap, pop, underground rap"
Slayer,Reign In Blood,"thrash metal, metal, speed metal, heavy metal, slayer"
Oliver Francis,Block by Block West,"cloud rap, hip-hop, rap, american, trap, all, hip hop, missouri, wavy, contemporary rnb"
Death Cab for Cutie,Plans,"indie, favorite albums, indie rock, indie pop, alternative, emo"
HIGHLIGHT,DAYDREAM,"korean, k-pop, kpop"
John K,love + everything else,"indie pop, lo-fi, pop, american, indie, alternative, singer-songwriter, florida, united states, people i know"
The Marías,"Superclean, Vol. II","favorite albums, female vocalist, dream pop, indie pop"
Boyz II Men,II,"rnb, soul, r and b, favourite albums, boyz ii men, male vocalists, rhythm and blues"
Conway the Machine,Look What I Became,"east coast hip-hop, rap, hip hop, hip-hop"
MD DJ,Killing Me Softly,uk
Hayley Gene Penner,People You Follow,canadian
Lake Street Dive,Free Yourself Up,"jazz, pop, soul, indie pop"
Weyes Blood,"And In The Darkness, Hearts Aglow","baroque pop, singer-songwriter, soft rock, art pop, piano rock, chamber pop, female vocalist, folk, psychedelic folk"
Alex G,Trick,"indie folk, slowcore, indie rock, lo-fi, bedroom pop, indie, rock, female vocalist"
Sleeping Jesus,Perennial,"american, sleep and dreams, names of people"
Benjamin Clementine,Delighted,"female vocalist, singer-songwriter, piano, soul, chamber pop, male vocalists, british, jazz, avant-garde, london"
Beth Crowley,Hard To Kill,"singer-songwriter, pop, piano, youtube, united states, dark pop, cinematic pop"
Benny Sings,Sunny Afternoon,"female vocalist, jazz, soul, pop, chillout, dutch, nu jazz, indie, alternative, sonar kollektiv"
Viki Gabor,Getaway (Into My Imagination),"female vocalist, pop, poland, polish, syria, syrian, jesc, junior eurovision, electronic"
MJ Lenderman,Hangover Game,"alt-country, indie rock, slowcore, slacker rock, lo-fi, country rock, indie folk, indie, folk, singer-songwriter"
Imaginary Future,God Only Knows,"female vocalist, indie, guitar, finnish, alternative, folk, singer-songwriter, acoustic, male vocalists, suomalaiset"
Belle and Sebastian,If They're Shooting At You,"female vocalist, indie, indie pop, alternative, indie rock, twee, scottish, pop, rock, folk"
Jefferson Starship,Earth,"rock, classic rock, album rock, arena rock, oldies, fav album, own on vinyl"
Shakewell,Key Stone Prince,"rap, hip-hop, cloud rap, trap, underground rap, american, underground hip-hop, hip hop, california"
Sufjan Stevens,Illinois,"favorite albums, indie, folk, favourite albums, chamber pop"
